CODGEO,LIBGEO,REG,DEP,E14TST,E14TS0ND,E14TS1,E14TS6,E14TS10,E14TS20,E14TS50,E14TS100,E14TS200,E14TS500
01422,Tossiat,82,01,80,50,21,4,2,0,2,1,0,0
01423,Toussieux,82,01,45,42,3,0,0,0,0,0,0,0
01424,Tramoyes,82,01,85,63,16,2,3,1,0,0,0,0
01425,La Tranclière,82,01,9,2,7,0,0,0,0,0,0,0
01426,Treffort-Cuisiat,82,01,122,84,23,2,5,4,4,0,0,0
01427,Trévoux,82,01,510,333,109,31,21,6,7,2,1,0
01428,Valeins,82,01,7,6,1,0,0,0,0,0,0,0
01429,Vandeins,82,01,18,14,2,1,1,0,0,0,0,0
01430,Varambon,82,01,21,15,5,0,1,0,0,0,0,0
01431,Vaux-en-Bugey,82,01,58,37,14,4,1,1,1,0,0,0
01432,Verjon,82,01,12,9,3,0,0,0,0,0,0,0
01433,Vernoux,82,01,9,7,0,0,0,1,1,0,0,0
01434,Versailleux,82,01,21,16,5,0,0,0,0,0,0,0
01435,Versonnex,82,01,55,48,7,0,0,0,0,0,0,0
01436,Vesancy,82,01,17,16,1,0,0,0,0,0,0,0
01437,Vescours,82,01,5,5,0,0,0,0,0,0,0,0
01439,Vésines,82,01,10,9,1,0,0,0,0,0,0,0
01441,Vieu-d'Izenave,82,01,43,25,9,4,2,3,0,0,0,0
01442,Vieu,82,01,16,15,1,0,0,0,0,0,0,0
01443,Villars-les-Dombes,82,01,307,194,75,16,7,10,4,1,0,0
01444,Villebois,82,01,49,39,6,2,1,1,0,0,0,0
01445,Villemotier,82,01,25,20,4,0,1,0,0,0,0,0
01446,Villeneuve,82,01,85,61,20,3,1,0,0,0,0,0
01447,Villereversure,82,01,61,40,13,2,3,0,3,0,0,0
01448,Villes,82,01,9,6,3,0,0,0,0,0,0,0
01449,Villette-sur-Ain,82,01,54,40,12,2,0,0,0,0,0,0
01450,Villieu-Loyes-Mollon,82,01,184,138,35,5,2,2,2,0,0,0
01451,Viriat,82,01,503,238,129,50,40,31,11,4,0,0
01452,Virieu-le-Grand,82,01,63,44,12,1,6,0,0,0,0,0
01453,Virieu-le-Petit,82,01,19,13,5,1,0,0,0,0,0,0
01454,Virignin,82,01,61,40,14,5,1,1,0,0,0,0
01456,Vongnes,82,01,6,5,0,1,0,0,0,0,0,0
01457,Vonnas,82,01,201,125,52,7,8,5,3,1,0,0
02001,Abbécourt,22,02,21,15,4,0,1,1,0,0,0,0
02002,Achery,22,02,21,16,5,0,0,0,0,0,0,0
02003,Acy,22,02,28,20,5,0,2,0,0,1,0,0
02004,Agnicourt-et-Séchelles,22,02,1,1,0,0,0,0,0,0,0,0
02005,Aguilcourt,22,02,13,12,1,0,0,0,0,0,0,0
02006,Aisonville-et-Bernoville,22,02,15,11,3,1,0,0,0,0,0,0
02007,Aizelles,22,02,3,3,0,0,0,0,0,0,0,0
02008,Aizy-Jouy,22,02,4,3,1,0,0,0,0,0,0,0
02009,Alaincourt,22,02,14,11,3,0,0,0,0,0,0,0
02010,Allemant,22,02,6,4,1,0,1,0,0,0,0,0
02011,Ambleny,22,02,49,36,10,1,1,1,0,0,0,0
02012,Ambrief,22,02,4,4,0,0,0,0,0,0,0,0
02013,Amifontaine,22,02,24,17,6,0,0,1,0,0,0,0
02014,Amigny-Rouy,22,02,22,19,2,0,1,0,0,0,0,0
02015,Ancienville,22,02,5,4,1,0,0,0,0,0,0,0
02016,Andelain,22,02,6,4,1,1,0,0,0,0,0,0
02017,Anguilcourt-le-Sart,22,02,13,13,0,0,0,0,0,0,0,0
02018,Anizy-le-Château,22,02,83,49,25,3,1,3,1,0,1,0
02019,Annois,22,02,9,5,4,0,0,0,0,0,0,0
02020,Any-Martin-Rieux,22,02,16,12,3,0,1,0,0,0,0,0
02021,Archon,22,02,4,4,0,0,0,0,0,0,0,0
02022,Arcy-Sainte-Restitue,22,02,10,3,5,0,2,0,0,0,0,0
02023,Armentières-sur-Ourcq,22,02,6,3,3,0,0,0,0,0,0,0
02024,Arrancy,22,02,1,1,0,0,0,0,0,0,0,0
02025,Artemps,22,02,10,6,3,1,0,0,0,0,0,0
02026,Artonges,22,02,6,6,0,0,0,0,0,0,0,0
02027,Assis-sur-Serre,22,02,9,6,3,0,0,0,0,0,0,0
02028,Athies-sous-Laon,22,02,85,53,20,3,3,4,0,2,0,0
02029,Attilly,22,02,9,6,2,1,0,0,0,0,0,0
02030,Aubencheul-aux-Bois,22,02,9,6,3,0,0,0,0,0,0,0
02031,Aubenton,22,02,33,22,7,2,1,1,0,0,0,0
02032,Aubigny-aux-Kaisnes,22,02,6,4,1,0,1,0,0,0,0,0
02033,Aubigny-en-Laonnois,22,02,2,2,0,0,0,0,0,0,0,0
02034,Audignicourt,22,02,0,0,0,0,0,0,0,0,0,0
02035,Audigny,22,02,9,8,1,0,0,0,0,0,0,0
02036,Augy,22,02,1,1,0,0,0,0,0,0,0,0
02037,Aulnois-sous-Laon,22,02,38,27,5,3,2,1,0,0,0,0
02038,Les Autels,22,02,1,0,1,0,0,0,0,0,0,0
02039,Autremencourt,22,02,11,7,4,0,0,0,0,0,0,0
02040,Autreppes,22,02,6,3,2,0,1,0,0,0,0,0
02041,Autreville,22,02,24,15,8,0,0,1,0,0,0,0
02042,Azy-sur-Marne,22,02,17,14,2,0,0,1,0,0,0,0
02043,Bagneux,22,02,1,1,0,0,0,0,0,0,0,0
02044,Bancigny,22,02,1,1,0,0,0,0,0,0,0,0
02046,Barenton-Bugny,22,02,16,9,6,0,1,0,0,0,0,0
02047,Barenton-Cel,22,02,4,4,0,0,0,0,0,0,0,0
02048,Barenton-sur-Serre,22,02,7,4,2,1,0,0,0,0,0,0
02049,Barisis,22,02,24,17,4,1,1,1,0,0,0,0
02050,Barzy-en-Thiérache,22,02,6,5,1,0,0,0,0,0,0,0
02051,Barzy-sur-Marne,22,02,12,9,3,0,0,0,0,0,0,0
02052,Bassoles-Aulers,22,02,4,4,0,0,0,0,0,0,0,0
02053,Baulne-en-Brie,22,02,7,6,1,0,0,0,0,0,0,0
02054,Bazoches-sur-Vesles,22,02,16,14,2,0,0,0,0,0,0,0
02055,Beaumé,22,02,3,2,1,0,0,0,0,0,0,0
02056,Beaumont-en-Beine,22,02,6,5,1,0,0,0,0,0,0,0
02057,Beaurevoir,22,02,55,34,15,0,5,0,1,0,0,0
02058,Beaurieux,22,02,42,26,11,2,2,1,0,0,0,0
02059,Beautor,22,02,75,48,16,1,4,4,0,1,1,0
02060,Beauvois-en-Vermandois,22,02,11,7,3,0,0,1,0,0,0,0
02061,Becquigny,22,02,5,5,0,0,0,0,0,0,0,0
02062,Belleau,22,02,6,6,0,0,0,0,0,0,0,0
02063,Bellenglise,22,02,15,14,1,0,0,0,0,0,0,0
02064,Belleu,22,02,89,47,30,7,1,3,1,0,0,0
02065,Bellicourt,22,02,18,13,4,1,0,0,0,0,0,0
02066,Benay,22,02,6,2,1,2,1,0,0,0,0,0
02067,Bergues-sur-Sambre,22,02,7,3,4,0,0,0,0,0,0,0
02068,Berlancourt,22,02,5,5,0,0,0,0,0,0,0,0
02069,Berlise,22,02,2,2,0,0,0,0,0,0,0,0
02070,Bernot,22,02,12,10,1,1,0,0,0,0,0,0
02071,Berny-Rivière,22,02,36,24,8,3,1,0,0,0,0,0
02072,Berrieux,22,02,6,4,2,0,0,0,0,0,0,0
02073,Berry-au-Bac,22,02,16,8,3,2,1,2,0,0,0,0
02074,Bertaucourt-Epourdon,22,02,18,16,1,1,0,0,0,0,0,0
02075,Berthenicourt,22,02,8,5,3,0,0,0,0,0,0,0
02076,Bertricourt,22,02,7,5,2,0,0,0,0,0,0,0
02077,Berzy-le-Sec,22,02,10,6,4,0,0,0,0,0,0,0
02078,Besmé,22,02,5,5,0,0,0,0,0,0,0,0
02079,Besmont,22,02,4,3,1,0,0,0,0,0,0,0
02080,Besny-et-Loizy,22,02,12,8,4,0,0,0,0,0,0,0
02081,Béthancourt-en-Vaux,22,02,9,6,3,0,0,0,0,0,0,0
02082,Beugneux,22,02,2,2,0,0,0,0,0,0,0,0
02083,Beuvardes,22,02,21,18,3,0,0,0,0,0,0,0
02084,Bézu-le-Guéry,22,02,11,10,1,0,0,0,0,0,0,0
02085,Bézu-Saint-Germain,22,02,36,24,5,2,3,2,0,0,0,0
02086,Bichancourt,22,02,25,22,1,0,2,0,0,0,0,0
02087,Bieuxy,22,02,0,0,0,0,0,0,0,0,0,0
02088,Bièvres,22,02,1,1,0,0,0,0,0,0,0,0
02089,Billy-sur-Aisne,22,02,51,32,7,1,7,2,1,1,0,0
02090,Billy-sur-Ourcq,22,02,6,3,3,0,0,0,0,0,0,0
02091,Blanzy-lès-Fismes,22,02,3,3,0,0,0,0,0,0,0,0
02093,Blérancourt,22,02,60,35,18,4,3,0,0,0,0,0
02094,Blesmes,22,02,31,20,6,3,2,0,0,0,0,0
02095,Bohain-en-Vermandois,22,02,230,125,81,12,2,9,0,1,0,0
02096,Bois-lès-Pargny,22,02,5,3,2,0,0,0,0,0,0,0
02097,Boncourt,22,02,9,5,3,1,0,0,0,0,0,0
02098,Bonneil,22,02,12,10,2,0,0,0,0,0,0,0
02099,Bonnesvalyn,22,02,10,8,2,0,0,0,0,0,0,0
02100,Bony,22,02,3,2,1,0,0,0,0,0,0,0
02101,Bosmont-sur-Serre,22,02,4,4,0,0,0,0,0,0,0,0
02102,Bouconville-Vauclair,22,02,10,7,3,0,0,0,0,0,0,0
02103,Boué,22,02,54,30,18,2,1,1,0,0,2,0
02104,Bouffignereux,22,02,4,3,1,0,0,0,0,0,0,0
02105,Bouresches,22,02,10,10,0,0,0,0,0,0,0,0
02106,Bourg-et-Comin,22,02,43,29,11,1,1,0,1,0,0,0
02107,Bourguignon-sous-Coucy,22,02,4,4,0,0,0,0,0,0,0,0
02108,Bourguignon-sous-Montbavin,22,02,3,3,0,0,0,0,0,0,0,0
02109,La Bouteille,22,02,15,7,6,1,1,0,0,0,0,0
02110,Braine,22,02,130,78,34,7,7,2,2,0,0,0
02111,Brancourt-en-Laonnois,22,02,21,15,4,2,0,0,0,0,0,0
02112,Brancourt-le-Grand,22,02,17,13,3,0,0,0,1,0,0,0
02114,Brasles,22,02,71,39,16,6,3,5,2,0,0,0
02115,Braye-en-Laonnois,22,02,2,2,0,0,0,0,0,0,0,0
02116,Braye-en-Thiérache,22,02,5,5,0,0,0,0,0,0,0,0
02117,Bray-Saint-Christophe,22,02,2,1,1,0,0,0,0,0,0,0
02118,Braye,22,02,3,3,0,0,0,0,0,0,0,0
02119,Brécy,22,02,13,11,1,1,0,0,0,0,0,0
02120,Brenelle,22,02,12,8,2,1,1,0,0,0,0,0
02121,Breny,22,02,12,7,5,0,0,0,0,0,0,0
02122,Brie,22,02,4,3,1,0,0,0,0,0,0,0
02123,Brissay-Choigny,22,02,17,15,2,0,0,0,0,0,0,0
02124,Brissy-Hamégicourt,22,02,19,17,2,0,0,0,0,0,0,0
02125,Brumetz,22,02,6,5,1,0,0,0,0,0,0,0
02126,Brunehamel,22,02,37,24,12,0,1,0,0,0,0,0
02127,Bruyères-sur-Fère,22,02,12,10,2,0,0,0,0,0,0,0
02128,Bruyères-et-Montbérault,22,02,78,49,18,5,2,4,0,0,0,0
02129,Bruys,22,02,1,1,0,0,0,0,0,0,0,0
02130,Bucilly,22,02,5,4,1,0,0,0,0,0,0,0
02131,Bucy-le-Long,22,02,80,48,24,2,2,4,0,0,0,0
02132,Bucy-lès-Cerny,22,02,5,5,0,0,0,0,0,0,0,0
02133,Bucy-lès-Pierrepont,22,02,12,11,1,0,0,0,0,0,0,0
02134,Buire,22,02,33,12,12,4,2,2,0,1,0,0
02135,Buironfosse,22,02,33,19,10,1,2,0,0,1,0,0
02136,Burelles,22,02,5,2,3,0,0,0,0,0,0,0
02137,Bussiares,22,02,4,3,1,0,0,0,0,0,0,0
02138,Buzancy,22,02,5,4,1,0,0,0,0,0,0,0
02139,Caillouël-Crépigny,22,02,12,8,4,0,0,0,0,0,0,0
02140,Camelin,22,02,11,9,1,0,0,1,0,0,0,0
02141,La Capelle,22,02,107,61,31,4,4,5,1,1,0,0
02142,Castres,22,02,6,4,2,0,0,0,0,0,0,0
02143,Le Catelet,22,02,16,7,5,3,1,0,0,0,0,0
02144,Caulaincourt,22,02,2,2,0,0,0,0,0,0,0,0
02145,Caumont,22,02,12,8,4,0,0,0,0,0,0,0
02146,Celles-lès-Condé,22,02,6,4,2,0,0,0,0,0,0,0
02147,La Celle-sous-Montmirail,22,02,2,2,0,0,0,0,0,0,0,0
02148,Celles-sur-Aisne,22,02,7,6,0,1,0,0,0,0,0,0
02149,Cerizy,22,02,2,2,0,0,0,0,0,0,0,0
02150,Cerny-en-Laonnois,22,02,1,1,0,0,0,0,0,0,0,0
02151,Cerny-lès-Bucy,22,02,7,7,0,0,0,0,0,0,0,0
02152,Cerseuil,22,02,2,1,1,0,0,0,0,0,0,0
02153,Cessières,22,02,12,9,3,0,0,0,0,0,0,0
02154,Chacrise,22,02,6,3,1,0,1,0,1,0,0,0
02155,Chaillevois,22,02,9,8,1,0,0,0,0,0,0,0
02156,Chalandry,22,02,5,5,0,0,0,0,0,0,0,0
02157,Chambry,22,02,104,33,38,13,8,9,1,1,1,0
02158,Chamouille,22,02,21,14,2,1,1,1,0,1,1,0
02159,Champs,22,02,8,6,2,0,0,0,0,0,0,0
02160,Chaourse,22,02,25,18,6,1,0,0,0,0,0,0
02161,La Chapelle-Monthodon,22,02,7,4,3,0,0,0,0,0,0,0
02162,La Chapelle-sur-Chézy,22,02,12,9,2,1,0,0,0,0,0,0
02163,Charly-sur-Marne,22,02,153,96,40,5,10,0,2,0,0,0
02164,Le Charmel,22,02,9,9,0,0,0,0,0,0,0,0
02165,Charmes,22,02,50,30,13,4,1,0,0,2,0,0
02166,Chartèves,22,02,7,7,0,0,0,0,0,0,0,0
02167,Chassemy,22,02,21,17,3,0,1,0,0,0,0,0
02168,Château-Thierry,22,02,956,521,299,61,41,18,8,5,3,0
02169,Châtillon-lès-Sons,22,02,5,4,1,0,0,0,0,0,0,0
02170,Châtillon-sur-Oise,22,02,2,2,0,0,0,0,0,0,0,0
02171,Chaudardes,22,02,3,3,0,0,0,0,0,0,0,0
02172,Chaudun,22,02,4,2,2,0,0,0,0,0,0,0
02173,Chauny,22,02,706,392,201,61,30,11,7,2,2,0
02174,Chavignon,22,02,31,24,4,1,0,2,0,0,0,0
02175,Chavigny,22,02,0,0,0,0,0,0,0,0,0,0
02176,Chavonne,22,02,4,4,0,0,0,0,0,0,0,0
02177,Chérêt,22,02,6,4,2,0,0,0,0,0,0,0
02178,Chermizy-Ailles,22,02,3,2,1,0,0,0,0,0,0,0
02179,Chéry-Chartreuve,22,02,13,12,1,0,0,0,0,0,0,0
02180,Chéry-lès-Pouilly,22,02,10,8,1,1,0,0,0,0,0,0
02181,Chéry-lès-Rozoy,22,02,2,1,1,0,0,0,0,0,0,0
02182,Chevennes,22,02,0,0,0,0,0,0,0,0,0,0
02183,Chevregny,22,02,8,8,0,0,0,0,0,0,0,0
02184,Chevresis-Monceau,22,02,8,6,1,1,0,0,0,0,0,0
02185,Chézy-en-Orxois,22,02,13,9,3,1,0,0,0,0,0,0
02186,Chézy-sur-Marne,22,02,59,43,11,2,1,0,2,0,0,0
02187,Chierry,22,02,31,18,3,1,4,2,1,1,1,0
02188,Chigny,22,02,1,0,0,0,1,0,0,0,0,0
02189,Chivres-en-Laonnois,22,02,15,11,4,0,0,0,0,0,0,0
02190,Chivres-Val,22,02,21,17,3,0,1,0,0,0,0,0
02191,Chivy-lès-Étouvelles,22,02,27,16,8,0,2,1,0,0,0,0
02192,Chouy,22,02,12,11,1,0,0,0,0,0,0,0
02193,Cierges,22,02,4,4,0,0,0,0,0,0,0,0
02194,Cilly,22,02,4,4,0,0,0,0,0,0,0,0
02195,Ciry-Salsogne,22,02,42,22,14,1,2,2,1,0,0,0
02196,Clacy-et-Thierret,22,02,16,10,3,1,1,1,0,0,0,0
02197,Clairfontaine,22,02,15,8,4,0,1,1,1,0,0,0
02198,Clamecy,22,02,6,4,2,0,0,0,0,0,0,0
02199,Clastres,22,02,13,12,1,0,0,0,0,0,0,0
02200,Clermont-les-Fermes,22,02,8,5,3,0,0,0,0,0,0,0
02201,Coeuvres-et-Valsery,22,02,17,11,4,0,1,0,1,0,0,0
02203,Coincy,22,02,54,44,9,1,0,0,0,0,0,0
02204,Coingt,22,02,2,2,0,0,0,0,0,0,0,0
02205,Colligis-Crandelain,22,02,2,2,0,0,0,0,0,0,0,0
02206,Colonfay,22,02,3,2,1,0,0,0,0,0,0,0
02207,Commenchon,22,02,2,2,0,0,0,0,0,0,0,0
02208,Concevreux,22,02,5,3,2,0,0,0,0,0,0,0
02209,Condé-en-Brie,22,02,43,28,14,0,1,0,0,0,0,0
02210,Condé-sur-Aisne,22,02,8,6,1,0,1,0,0,0,0,0
02211,Condé-sur-Suippe,22,02,15,10,3,1,1,0,0,0,0,0
02212,Condren,22,02,38,15,12,2,4,2,3,0,0,0
02213,Connigis,22,02,6,5,1,0,0,0,0,0,0,0
02214,Contescourt,22,02,0,0,0,0,0,0,0,0,0,0
02215,Corbeny,22,02,26,14,11,0,0,0,1,0,0,0
02216,Corcy,22,02,6,4,2,0,0,0,0,0,0,0
02217,Coucy-le-Château-Auffrique,22,02,53,32,14,5,0,1,1,0,0,0
02218,Coucy-lès-Eppes,22,02,24,12,9,0,2,1,0,0,0,0
02219,Coucy-la-Ville,22,02,3,3,0,0,0,0,0,0,0,0
02220,Coulonges-Cohan,22,02,23,21,2,0,0,0,0,0,0,0
02221,Coupru,22,02,3,2,1,0,0,0,0,0,0,0
02222,Courbes,22,02,4,3,1,0,0,0,0,0,0,0
02223,Courboin,22,02,9,8,1,0,0,0,0,0,0,0
02224,Courcelles-sur-Vesle,22,02,11,6,3,0,0,2,0,0,0,0
02225,Courchamps,22,02,2,2,0,0,0,0,0,0,0,0
02226,Courmelles,22,02,44,28,12,1,1,0,1,1,0,0
02227,Courmont,22,02,5,5,0,0,0,0,0,0,0,0
02228,Courtemont-Varennes,22,02,12,7,2,1,0,2,0,0,0,0
02229,Courtrizy-et-Fussigny,22,02,3,3,0,0,0,0,0,0,0,0
02230,Couvrelles,22,02,9,6,1,1,1,0,0,0,0,0
02231,Couvron-et-Aumencourt,22,02,17,12,5,0,0,0,0,0,0,0
02232,Coyolles,22,02,11,8,2,0,0,1,0,0,0,0
02233,Cramaille,22,02,6,5,0,0,0,1,0,0,0,0
02234,Craonne,22,02,3,2,1,0,0,0,0,0,0,0
02235,Craonnelle,22,02,5,4,1,0,0,0,0,0,0,0
02236,Crécy-au-Mont,22,02,12,8,4,0,0,0,0,0,0,0
02237,Crécy-sur-Serre,22,02,71,43,21,3,2,2,0,0,0,0
02238,Crépy,22,02,59,40,13,2,3,1,0,0,0,0
02239,Crézancy,22,02,41,26,11,1,2,0,0,1,0,0
02240,Croix-Fonsomme,22,02,6,6,0,0,0,0,0,0,0,0
02241,La Croix-sur-Ourcq,22,02,5,3,1,0,0,1,0,0,0,0
02242,Crouttes-sur-Marne,22,02,15,14,1,0,0,0,0,0,0,0
02243,Crouy,22,02,143,81,38,8,6,6,3,1,0,0
02244,Crupilly,22,02,5,4,1,0,0,0,0,0,0,0
02245,Cuffies,22,02,61,50,9,0,0,0,1,1,0,0
02246,Cugny,22,02,13,12,0,1,0,0,0,0,0,0
02248,Cuirieux,22,02,2,2,0,0,0,0,0,0,0,0
02249,Cuiry-Housse,22,02,7,6,1,0,0,0,0,0,0,0
02250,Cuiry-lès-Chaudardes,22,02,2,1,0,1,0,0,0,0,0,0
02251,Cuiry-lès-Iviers,22,02,3,3,0,0,0,0,0,0,0,0
02252,Cuissy-et-Geny,22,02,2,2,0,0,0,0,0,0,0,0
02253,Cuisy-en-Almont,22,02,4,3,1,0,0,0,0,0,0,0
02254,Cutry,22,02,4,3,1,0,0,0,0,0,0,0
02255,Cys-la-Commune,22,02,2,2,0,0,0,0,0,0,0,0
02256,Dagny-Lambercy,22,02,5,4,1,0,0,0,0,0,0,0
02257,Dallon,22,02,22,16,5,1,0,0,0,0,0,0
02258,Dammard,22,02,18,12,3,2,1,0,0,0,0,0
02259,Dampleux,22,02,11,9,2,0,0,0,0,0,0,0
02260,Danizy,22,02,14,12,2,0,0,0,0,0,0,0
02261,Dercy,22,02,8,6,1,0,1,0,0,0,0,0
02262,Deuillet,22,02,11,9,2,0,0,0,0,0,0,0
02263,Dhuizel,22,02,2,2,0,0,0,0,0,0,0,0
02264,Dizy-le-Gros,22,02,40,31,8,0,1,0,0,0,0,0
02265,Dohis,22,02,1,1,0,0,0,0,0,0,0,0
02266,Dolignon,22,02,2,2,0,0,0,0,0,0,0,0
02267,Dommiers,22,02,11,10,1,0,0,0,0,0,0,0
02268,Domptin,22,02,26,20,6,0,0,0,0,0,0,0
02269,Dorengt,22,02,0,0,0,0,0,0,0,0,0,0
02270,Douchy,22,02,5,4,0,0,1,0,0,0,0,0
02271,Dravegny,22,02,0,0,0,0,0,0,0,0,0,0
02272,Droizy,22,02,4,3,1,0,0,0,0,0,0,0
02273,Dury,22,02,5,3,1,0,1,0,0,0,0,0
02274,Ébouleau,22,02,11,9,2,0,0,0,0,0,0,0
02275,Effry,22,02,9,8,0,0,0,0,0,1,0,0
02276,Englancourt,22,02,4,4,0,0,0,0,0,0,0,0
02277,Épagny,22,02,7,6,1,0,0,0,0,0,0,0
02278,Éparcy,22,02,2,2,0,0,0,0,0,0,0,0
02279,Épaux-Bézu,22,02,35,19,7,2,2,3,1,0,1,0
02280,Épieds,22,02,19,18,1,0,0,0,0,0,0,0
02281,L'Épine-aux-Bois,22,02,17,13,4,0,0,0,0,0,0,0
02282,Eppes,22,02,10,8,1,0,0,1,0,0,0,0
02283,Erlon,22,02,6,4,2,0,0,0,0,0,0,0
02284,Erloy,22,02,1,1,0,0,0,0,0,0,0,0
02286,Esquéhéries,22,02,19,16,2,0,1,0,0,0,0,0
02287,Essigny-le-Grand,22,02,44,28,8,3,3,1,1,0,0,0
02288,Essigny-le-Petit,22,02,8,5,2,0,1,0,0,0,0,0
02289,Essises,22,02,8,8,0,0,0,0,0,0,0,0
02290,Essômes-sur-Marne,22,02,89,56,25,4,3,0,0,1,0,0
02291,Estrées,22,02,8,5,2,0,1,0,0,0,0,0
02292,Étampes-sur-Marne,22,02,52,29,13,7,3,0,0,0,0,0
02293,Étaves-et-Bocquiaux,22,02,10,9,1,0,0,0,0,0,0,0
02294,Étouvelles,22,02,8,3,0,1,1,2,0,1,0,0
02295,Étréaupont,22,02,40,27,9,1,2,1,0,0,0,0
02296,Étreillers,22,02,41,26,8,3,2,1,1,0,0,0
02297,Étrépilly,22,02,3,3,0,0,0,0,0,0,0,0
02298,Étreux,22,02,50,33,14,1,1,1,0,0,0,0
02299,Évergnicourt,22,02,2,1,0,0,0,0,0,1,0,0
02301,Faucoucourt,22,02,10,6,3,1,0,0,0,0,0,0
02302,Faverolles,22,02,12,6,6,0,0,0,0,0,0,0
02303,Fayet,22,02,109,25,49,18,8,6,2,0,1,0
02304,La Fère,22,02,174,108,48,8,5,5,0,0,0,0
02305,Fère-en-Tardenois,22,02,188,118,48,10,6,3,1,2,0,0
02306,La Ferté-Chevresis,22,02,18,16,2,0,0,0,0,0,0,0
02307,La Ferté-Milon,22,02,106,71,26,2,4,1,2,0,0,0
02308,Fesmy-le-Sart,22,02,14,14,0,0,0,0,0,0,0,0
02309,Festieux,22,02,18,15,3,0,0,0,0,0,0,0
02310,Fieulaine,22,02,13,9,4,0,0,0,0,0,0,0
02311,Filain,22,02,3,2,0,1,0,0,0,0,0,0
02312,La Flamengrie,22,02,35,24,8,1,0,2,0,0,0,0
02313,Flavigny-le-Grand-et-Beaurai,22,02,12,8,2,2,0,0,0,0,0,0
02315,Flavy-le-Martel,22,02,56,38,12,4,1,1,0,0,0,0
02316,Fleury,22,02,9,4,3,1,1,0,0,0,0,0
02317,Fluquières,22,02,4,2,2,0,0,0,0,0,0,0
02318,Folembray,22,02,45,31,13,0,0,0,1,0,0,0
02319,Fonsomme,22,02,12,9,3,0,0,0,0,0,0,0
02320,Fontaine-lès-Clercs,22,02,5,4,1,0,0,0,0,0,0,0
02321,Fontaine-lès-Vervins,22,02,35,18,12,0,2,1,2,0,0,0
02322,Fontaine-Notre-Dame,22,02,8,7,1,0,0,0,0,0,0,0
02323,Fontaine-Uterte,22,02,0,0,0,0,0,0,0,0,0,0
02324,Fontenelle,22,02,7,5,2,0,0,0,0,0,0,0
02325,Fontenelle-en-Brie,22,02,13,9,2,1,1,0,0,0,0,0
02326,Fontenoy,22,02,24,22,1,1,0,0,0,0,0,0
02327,Foreste,22,02,3,3,0,0,0,0,0,0,0,0
02328,Fossoy,22,02,24,15,6,2,0,1,0,0,0,0
02329,Fourdrain,22,02,19,13,2,1,1,2,0,0,0,0
02330,Francilly-Selency,22,02,17,9,8,0,0,0,0,0,0,0
02331,Franqueville,22,02,3,3,0,0,0,0,0,0,0,0
02332,Fresnes-en-Tardenois,22,02,14,9,4,0,1,0,0,0,0,0
02333,Fresnes,22,02,5,5,0,0,0,0,0,0,0,0
02334,Fresnoy-le-Grand,22,02,103,63,22,5,3,6,2,1,0,1
02335,Fressancourt,22,02,4,4,0,0,0,0,0,0,0,0
02336,Frières-Faillouël,22,02,15,9,5,1,0,0,0,0,0,0
02337,Froidestrées,22,02,5,5,0,0,0,0,0,0,0,0
02338,Froidmont-Cohartille,22,02,14,11,2,0,1,0,0,0,0,0
02339,Gandelu,22,02,10,8,1,1,0,0,0,0,0,0
02340,Gauchy,22,02,211,108,48,17,14,14,4,4,2,0
02341,Gercy,22,02,4,4,0,0,0,0,0,0,0,0
02342,Gergny,22,02,4,3,1,0,0,0,0,0,0,0
02343,Germaine,22,02,3,3,0,0,0,0,0,0,0,0
02344,Gernicourt,22,02,4,3,1,0,0,0,0,0,0,0
02345,Gibercourt,22,02,0,0,0,0,0,0,0,0,0,0
02346,Gizy,22,02,26,17,4,3,1,1,0,0,0,0
02347,Gland,22,02,21,18,1,1,1,0,0,0,0,0
02348,Glennes,22,02,3,2,1,0,0,0,0,0,0,0
02349,Goudelancourt-lès-Berrieux,22,02,3,2,1,0,0,0,0,0,0,0
02350,Goudelancourt-lès-Pierrepont,22,02,4,3,1,0,0,0,0,0,0,0
02351,Goussancourt,22,02,4,4,0,0,0,0,0,0,0,0
02352,Gouy,22,02,26,23,3,0,0,0,0,0,0,0
02353,Grandlup-et-Fay,22,02,7,5,2,0,0,0,0,0,0,0
02354,Grandrieux,22,02,2,2,0,0,0,0,0,0,0,0
02355,Gricourt,22,02,24,18,4,2,0,0,0,0,0,0
02356,Grisolles,22,02,9,5,1,1,1,1,0,0,0,0
02357,Gronard,22,02,2,1,1,0,0,0,0,0,0,0
02358,Grougis,22,02,7,7,0,0,0,0,0,0,0,0
02359,Grugies,22,02,22,18,1,0,3,0,0,0,0,0
02360,Guignicourt,22,02,107,57,34,6,4,5,0,1,0,0
02361,Guise,22,02,284,154,82,17,14,11,5,0,1,0
02362,Guivry,22,02,8,6,2,0,0,0,0,0,0,0
02363,Guny,22,02,21,14,3,3,0,1,0,0,0,0
02364,Guyencourt,22,02,10,7,3,0,0,0,0,0,0,0
02366,Hannapes,22,02,4,2,1,0,0,1,0,0,0,0
02367,Happencourt,22,02,1,1,0,0,0,0,0,0,0,0
02368,Haramont,22,02,18,14,3,1,0,0,0,0,0,0
02369,Harcigny,22,02,4,3,1,0,0,0,0,0,0,0
02370,Hargicourt,22,02,9,4,5,0,0,0,0,0,0,0
02371,Harly,22,02,36,18,10,4,2,2,0,0,0,0
